document type;title;keywords;abstract;source db;year;doi;authors;url;affiliation countries;task facet;research facet;contribution facet;domain;entity extraction;relation extraction;attribute extraction;entity linking;entity alignment;relation linking;ontology construction;entity classification;relation classification;link prediction;triple classification;error detection;augmented language models;conversational interfaces;knowledge graph embedding;data-to-text generation;question generation;semantic search;machine translation;text analysis;text generation;question answering;natural language inference;semantic parsing;semantic similarity;text classification;text summarization;validation research;solution proposal;evaluation research;secondary research;opinion paper;technique;method;tool;resource;guidelines;health;scholarly domain;engineering;business;law;education;natural science;energy;social media;entertainment media;information technology;tourism;culture;news;agriculture;public sector;history;sports;food;social science;United States;Canada;Australia;Austria;Brazil;Bulgaria;China;Croatia;Denmark;Ecuador;Egypt;France;Georgia;Germany;Greece;Hong Kong;India;Iran;Ireland;Israel;Italy;Japan;South Korea;Lebanon;Mexico;Mongolia;Morocco;Netherlands;New Zealand;Niger;Nigeria;Norway;Portugal;Russian Federation;Singapore;Slovenia;Spain;Sweden;Switzerland;Taiwan;Thailand;United Kingdom;Vietnam;Europe
Journal Article;sentence, phrase, and triple annotations to build a knowledge graph of natural language processing contributions - a trial dataset;"Knowledge representation; Natural language processing; Open science graphs; Scholarly knowledge graphs; Semantic publishing";"This work aims to normalize the NlpContributions scheme (henceforward, NlpContributionGraph) to structure, directly from article sentences, the contributions information in Natural Language Processing (NLP) scholarly articles via a two-stage annotation methodology: 1) pilot stage - to define the scheme (described in prior work); and 2) adjudication stage - to normalize the graphing model (the focus of this paper). We re-annotate, a second time, the contributions-pertinent information across 50 prior-annotated NLP scholarly articles in terms of a data pipeline comprising: contribution-centered sentences, phrases, and triple statements. To this end, specifically, care was taken in the adjudication annotation stage to reduce annotation noise while formulating the guidelines for our proposed novel NLP contributions structuring and graphing scheme. The application of NlpContributionGraph on the 50 articles resulted finally in a dataset of 900 contribution-focused sentences, 4,702 contribution-information-centered phrases, and 2,980 surface-structured triples. The intra-annotation agreement between the first and second stages, in terms of F1-score, was 67.92% for sentences, 41.82% for phrases, and 22.31% for triple statements indicating that with increased granularity of the information, the annotation decision variance is greater. NlpContributionGraph has limited scope for structuring scholarly contributions compared with STEM (Science, Technology, Engineering, and Medicine) scholarly knowledge at large. Further, the annotation scheme in this work is designed by only an intra-annotator consensus - a single annotator first annotated the data to propose the initial scheme, following which, the same annotator reannotated the data to normalize the annotations in an adjudication stage. However, the expected goal of this work is to achieve a standardized retrospective model of capturing NLP contributions from scholarly articles. This would entail a larger initiative of enlisting multiple annotators to accommodate different worldviews into a ""single""set of structures and relationships as the final scheme. Given that the initial scheme is first proposed and the complexity of the annotation task in the realistic timeframe, our intra-annotation procedure is well-suited. Nevertheless, the model proposed in this work is presently limited since it does not incorporate multiple annotator worldviews. This is planned as future work to produce a robust model. We demonstrate NlpContributionGraph data integrated into the Open Research Knowledge Graph (ORKG), a next-generation KG-based digital library with intelligent computations enabled over structured scholarly knowledge, as a viable aid to assist researchers in their day-to-day tasks. NlpContributionGraph is a novel scheme to annotate research contributions from NLP articles and integrate them in a knowledge graph, which to the best of our knowledge does not exist in the community. Furthermore, our quantitative evaluations over the two-stage annotation tasks offer insights into task difficulty. © 2021 2021 Jennifer D'Souza et al., published by Sciendo.";Scopus;2021;10.2478/jdis-2021-0023;D'Souza J., Auer S.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106371118&doi=10.2478%2fjdis-2021-0023&partnerID=40&md5=22f759dd00e93bc56353f741f8a1e3b3;Germany;ontology construction;solution proposal;method;scholarly domain;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Journal Article;shall i work with them a knowledge graph-based approach for predicting future research collaborations;"Document representation; Future research collaborations; Graph kernels; Knowledge graph; Link prediction; Natural language processing; Word embeddings";We consider the prediction of future research collaborations as a link prediction problem applied on a scientific knowledge graph. To the best of our knowledge, this is the first work on the prediction of future research collaborations that combines structural and textual information of a scientific knowledge graph through a purposeful integration of graph algorithms and natural language processing techniques. Our work: (i) investigates whether the integration of unstructured textual data into a single knowledge graph affects the performance of a link prediction model, (ii) studies the effect of previously proposed graph kernels based approaches on the performance of an ML model, as far as the link prediction problem is concerned, and (iii) proposes a three-phase pipeline that enables the exploitation of structural and textual information, as well as of pre-trained word embeddings. We benchmark the proposed approach against classical link prediction algorithms using accuracy, recall, and precision as our performance metrics. Finally, we empirically test our approach through various feature combinations with respect to the link prediction problem. Our experimentations with the new COVID-19 Open Research Dataset demonstrate a significant improvement of the abovementioned performance metrics in the prediction of future research collaborations. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.;Scopus;2021;10.3390/e23060664;Kanakaris N., Giarelis N., Siachos I., Karacapilidis N.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107448712&doi=10.3390%2fe23060664&partnerID=40&md5=1e3a4e14630a8d17f090bd1d110712bc;Greece;link prediction;validation research;method;scholarly domain;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Journal Article;generating knowledge graphs by employing natural language processing and machine learning techniques within the scholarly domain;"Graphic methods; Hybrid systems; Knowledge representation; Machine learning; Text mining; Explicit representation; Machine learning methods; Machine learning techniques; NAtural language processing; Scientific knowledge; Scientific literature; Scientific researches; Technological infrastructure; Natural language processing systems";The continuous growth of scientific literature brings innovations and, at the same time, raises new challenges. One of them is related to the fact that its analysis has become difficult due to the high volume of published papers for which manual effort for annotations and management is required. Novel technological infrastructures are needed to help researchers, research policy makers, and companies to time-efficiently browse, analyse, and forecast scientific research. Knowledge graphs i.e., large networks of entities and relationships, have proved to be effective solution in this space. Scientific knowledge graphs focus on the scholarly domain and typically contain metadata describing research publications such as authors, venues, organizations, research topics, and citations. However, the current generation of knowledge graphs lacks of an explicit representation of the knowledge presented in the research papers. As such, in this paper, we present a new architecture that takes advantage of Natural Language Processing and Machine Learning methods for extracting entities and relationships from research publications and integrates them in a large-scale knowledge graph. Within this research work, we (i) tackle the challenge of knowledge extraction by employing several state-of-the-art Natural Language Processing and Text Mining tools, (ii) describe an approach for integrating entities and relationships generated by these tools, (iii) show the advantage of such an hybrid system over alternative approaches, and (vi) as a chosen use case, we generated a scientific knowledge graph including 109,105 triples, extracted from 26,827 abstracts of papers within the Semantic Web domain. As our approach is general and can be applied to any domain, we expect that it can facilitate the management, analysis, dissemination, and processing of scientific knowledge. © 2020 Elsevier B.V.;ScienceDirect;2021;10.1016/j.future.2020.10.026;Dessì D., Osborne F., Reforgiato Recupero D., Buscaldi D., Motta E.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095915737&doi=10.1016%2fj.future.2020.10.026&partnerID=40&md5=453481b30edbb795ab1ee9b9f6564330;Germany, France, United Kingdom, Italy;"entity extraction; relation extraction";solution proposal;method;scholarly domain;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Conference Paper;esra: explainable scientific research assistant;"Computational linguistics; Paper; Graph visualization; Knowledge graphs; Literature search; Query visualizations; Related entities; Scientific researches; Search process; Search system; WEB application; Web applications; Knowledge graph";We introduce Explainable Scientific Research Assistant (ESRA), a literature discovery platform that augments search results with relevant details and explanations, aiding users in understanding more about their queries and the returned papers beyond existing literature search systems. Enabled by a knowledge graph we extracted from abstracts of 23k papers on the arXiv’s cs.CL category, ESRA provides three main features: explanation (for why a paper is returned to the user), list of facts (that are relevant to the query), and graph visualization (drawing connections between the query and each paper with surrounding related entities). The experimental results with humans involved show that ESRA can accelerate the users’ search process with paper explanations and helps them better explore the landscape of the topics of interest by exploiting the underlying knowledge graph. We provide the ESRA web application at http://esra.cp.eng.chula.ac.th/. © 2021 Association for Computational Linguistics;ACL;2021;;Hongwimol P., Kehasukcharoen P., Laohawarutchai P., Lertvittayakumjorn P., Ng A.B., Lai Z., Liu T., Vateekul P.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118942127&partnerID=40&md5=b67cdbd3d46527806d507dbc19ad92bf;United Kingdom, Thailand, United States;"entity extraction; relation extraction; semantic search";validation research;tool;scholarly domain;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
Conference Paper;entity-based knowledge graph information retrieval for biomedical articles;"BERT; Entity recognition; Knowledge graph; Natural language processing";In this paper, we present an information retrieval system on a corpus of scientific articles related to COVID-19 and biomedical. We build a heterogeneous entity-based knowledge graph network, where edges are shared between biomedical entities and paper names, where entities appear in abstract of the paper. The biomedical entities are derived from the abstract of the scientific articles using a fine-tuned Bio-BERT model. For a user query, entities are derived using a fine-tuned Bio-BERT model and then semantic similarity to query is employed for the return of the top-most relevant papers on the titles. We also provide a small set of results for the information retrieval system. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.;Scopus;2021;10.1007/978-981-16-1089-9_62;Prasad V.K., Bharti S., Koganti N.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111957442&doi=10.1007%2f978-981-16-1089-9_62&partnerID=40&md5=f8c07eceb3d54c4596d7a4a702961339;India;semantic search;solution proposal;tool;"health; scholarly domain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;learning embeddings from scientific corpora using lexical, grammatical and semantic information;"Convolutional neural networks; Embeddings; Neural networks; NLP; Text classification";Natural language processing can assist scientists to leverage the increasing amount of information contained in scientific bibliography. The current trend, based on deep learning and embeddings, uses representations at the (sub)word level that require large amounts of training data and neural architectures with millions of parameters to learn successful language models, like BERT. However, these representations may not be well suited for the scientific domain, where it is common to find complex terms, e.g. multi-word, with a domain-specific meaning in a very specific context. In this paper we propose an approach based on a linguistic analysis of the corpus using a knowledge graph to learn representations that can unambiguously capture such terms and their meaning. We learn embeddings from different linguistic annotations on the text and evaluate them through a classification task over the SciGraph taxonomy, showing that our representations outperform (sub)word-level approaches. Copyright © 2019 for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).;Scopus;2019;;Garcia-Silva A., Denaux R., Gomez-Perez J.M.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077823532&partnerID=40&md5=532805ed6a552718a6e8de3f1b4c3abc;Spain;"augmented language models; text classification";validation research;technique;scholarly domain;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Conference Paper;mining scholarly data for fine-grained knowledge graph construction;"Knowledge extraction; Knowledge graph; Natural language processing; Scholarly data; Semantic web";Knowledge graphs (KG) are large networks of entities and relationships, typically expressed as RDF triples, relevant to a specific domain or an organization. Scientific Knowledge Graphs (SKGs) focus on the scholarly domain and typically contain metadata describing research publications such as authors, venues, organizations, research topics, and citations. The next big challenge in this field regards the generation of SKGs that also contain an explicit representation of the knowledge presented in research publications. In this paper, we present a preliminary approach that uses a set of NLP and Deep Learning methods for extracting entities and relationships from research publications, and then integrates them in a KG. More specifically, we i) tackle the challenge of knowledge extraction by employing several state-of-the-art Natural Language Processing and Text Mining tools, ii) describe an approach for integrating entities and relationships generated by these tools, iii) analyze an automatically generated Knowledge Graph including 10 425 entities and 25 655 relationships derived from 12 007 publications in the field of Semantic Web, and iv) discuss some open problems that have not been solved yet. © 2019 CEUR-WS. All rights reserved.;Scopus;2019;;Buscaldi D., Dessì D., Motta E., Osborne F., Recupero D.R.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067893695&partnerID=40&md5=967dee119fdc7b631fbde9a4e7380e9f;France, United Kingdom, Italy;"entity extraction; relation extraction";solution proposal;method;scholarly domain;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Conference Paper;answering elementary science questions by constructing coherent scenes using background knowledge;"Natural language processing systems; Back-ground knowledge; Competitive algorithms; Elementary science; Implicit informations; Knowledge graphs; Linguistic resources; Mental pictures; Multiple choice questions; Knowledge management";"Much of what we understand from text is not explicitly stated. Rather, the reader uses his/her knowledge to fill in gaps and create a coherent, mental picture or ""scene"" depicting what text appears to convey. The scene constitutes an understanding of the text, and can be used to answer questions that go beyond the text. Our goal is to answer elementary science questions, where this requirement is pervasive; A question will often give a partial description of a scene and ask the student about implicit information. We show that by using a simple ""knowledge graph"" representation of the question, we can leverage several large-scale linguistic resources to provide missing background knowledge, somewhat alleviating the knowledge bottleneck in previous approaches. The coherence of the best resulting scene, built from a question/answer-candidate pair, reflects the confidence that the answer candidate is correct, and thus can be used to answer multiple choice questions. Our experiments show that this approach outperforms competitive algorithms on several datasets tested. The significance of this work is thus to show that a simple ""knowledge graph"" representation allows a version of ""interpretation as scene construction"" to be made viable. © 2015 Association for Computational Linguistics.";ACL;2015;10.18653/v1/d15-1236;Li Y., Clark P.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959867303&doi=10.18653%2fv1%2fd15-1236&partnerID=40&md5=ca35d2968fd72770c7eabd9c013c4b46;United States;question answering;validation research;tool;scholarly domain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;learning knowledge graphs for question answering through conversational dialog;"Computational linguistics; Domain model; General knowledge; Knowledge graphs; Natural languages; Query expansion; Question Answering; Question answering systems; Relation-based; Natural language processing systems";We describe how a question-answering system can learn about its domain from conversational dialogs. Our system learns to relate concepts in science questions to propositions in a fact corpus, stores new concepts and relations in a knowledge graph (KG), and uses the graph to solve questions. We are the first to acquire knowledge for question-answering from open, natural language dialogs without a fixed ontology or domain model that predetermines what users can say. Our relation-based strategies complete more successful dialogs than a query expansion baseline, our taskdriven relations are more effective for solving science questions than relations from general knowledge sources, and our method is practical enough to generalize to other domains. © 2015 Association for Computational Linguistics.;ACL;2015;10.3115/v1/n15-1086;Hixon B., Clark P., Hajishirzi H.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959088414&doi=10.3115%2fv1%2fn15-1086&partnerID=40&md5=064a06b29ed8bf9c581f48ad5a1a98aa;United States;"conversational interfaces; question answering";validation research;tool;scholarly domain;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;on the impact of knowledge-based linguistic annotations in the quality of scientific embeddings;Natural language processing, Linguistic analysis, Knowledge graphs, Embeddings;In essence, embedding algorithms work by optimizing the distance between a word and its usual context in order to generate an embedding space that encodes the distributional representation of words. In addition to single words or word pieces, other features which result from the linguistic analysis of text, including lexical, grammatical and semantic information, can be used to improve the quality of embedding spaces. However, until now we did not have a precise understanding of the impact that such individual annotations and their possible combinations may have in the quality of the embeddings. In this paper, we conduct a comprehensive study on the use of explicit linguistic annotations to generate embeddings from a scientific corpus and quantify their impact in the resulting representations. Our results show how the effect of such annotations in the embeddings varies depending on the evaluation task. In general, we observe that learning embeddings using linguistic annotations contributes to achieve better evaluation results.;ScienceDirect;2021;10.1016/j.future.2021.02.019;Andres Garcia-Silva and Ronald Denaux and Jose Manuel Gomez-Perez;https://www.sciencedirect.com/science/article/pii/S0167739X21000716;Spain;augmented language models;validation research;technique;scholarly domain;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Journal Article;zero-shot text classification via knowledge graph embedding for social media data;"Bit error rate; Data models; Internet of Things; internet of things; knowledge graph; Natural language processing; Predictive models; Sensors; social media data analysis.; Social networking (online); Task analysis; zero-shot learning";"The idea of &#x2018;citizen sensing&#x2019; and &#x2018;human as sensors&#x2019; is crucial for social Internet of Things, an integral part of cyber-physical-social systems (CPSS). Social media data, which can be easily collected from the social world, has become a valuable resource for research in many different disciplines, e.g. crisis/disaster assessment, social event detection, or the recent COVID-19 analysis. Useful information, or knowledge derived from social data, could better serve the public if it could be processed and analyzed in more efficient and reliable ways. Advances in deep neural networks have significantly improved the performance of many social media analysis tasks. However, deep learning models typically require a large amount of labeled data for model training, while most CPSS data is not labeled, making it impractical to build effective learning models using traditional approaches. In addition, the current state-of-the-art, pre-trained Natural Language Processing (NLP) models do not make use of existing knowledge graphs, thus often leading to unsatisfactory performance in real-world applications. To address the issues, we propose a new zero-shot learning method which makes effective use of existing knowledge graphs for the classification of very large amounts of social text data. Experiments were performed on a large, real-world tweet dataset related to COVID-19, the evaluation results show that the proposed method significantly outperforms six baseline models implemented with state-of-the-art deep learning models for NLP. IEEE";IEEE;2021;10.1109/jiot.2021.3093065;Chen Q., Wang W., Huang K., Coenen F.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112209978&doi=10.1109%2fJIOT.2021.3093065&partnerID=40&md5=d17737c7c4e4913b2482f18edd62be0a;China;"text classification; knowledge graph embedding";validation research;technique;social media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;knowledge graph analysis of russian trolls;"Entity extraction; Relationship analysis of troll tweets; Sentiment analysis; Triple extraction";Social media, such as Twitter, have been exploited by trolls to manipulate political discourse and spread disinformation during the 2016 US Presidential Election. Trolls are users of social media accounts created with intentions to influence the public opinion by posting or reposting messages containing misleading or inflammatory information with malicious intentions. There has been previous research that focused on troll detection using Machine Learning approaches, and troll understanding using visualizations, such as word clouds. In this paper, we focus on the content analysis of troll tweets to identify the major entities mentioned and the relationships among these entities, to understand the events and statements mentioned in Russian Troll tweets coming from the Internet Research Agency (IRA), a troll factory allegedly financed by the Russian government. We applied several NLP techniques to develop Knowledge Graphs to understand the relationships of entities, often mentioned by dispersed trolls, and thus hard to uncover. This integrated KG helped to understand the substance of Russian Trolls' influence in the election. We identified three clusters of troll tweet content: one consisted of information supporting Donald Trump, the second for exposing and attacking Hillary Clinton and her family, and the third for spreading other inflammatory content. We present the observed sentiment polarization using sentiment analysis for each cluster and derive the concern index for each cluster, which shows a measurable difference between the presidential candidates that seems to have been reflected in the election results. Copyright © 2021 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved;Scopus;2021;10.5220/0010605403350342;Li C.-Y., Chun S.A., Geller J.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111720759&doi=10.5220%2f0010605403350342&partnerID=40&md5=818594d70343c5edec45007d1aa3d1c9;United States;"semantic search; text analysis";solution proposal;method;social media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;disbot: a portuguese disaster support dynamic knowledge chatbot;"Chatbots; Community resilience; Disaster management; Knowledge graphs; Natural language processing; Situational awareness";This paper presents DisBot, the first Portuguese speaking chatbot that uses social media retrieved knowledge to support citizens and first-responders in disaster scenarios, in order to improve community resilience and decision-making. It was developed and tested using Design Science Research Methodology (DSRM), being progressively matured with field specialists through several design and development iterations. DisBot uses a state-of-the-art Dual Intent Entity Transformer (DIET) architecture to classify user intents, and makes use of several dialogue policies for managing user conversations, as well as storing relevant information to be used in further dialogue turns. To generate responses, it uses real-world safety knowledge, and infers a dynamic knowledge graph that is dynamically updated in real-time by a disaster-related knowledge extraction tool, presented in previous works. Through its development iterations, DisBot has been validated by field specialists, who have considered it to be a valuable asset in disaster management. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.;Scopus;2020;10.3390/app10249082;Boné J., Ferreira J.C., Ribeiro R., Cadete G.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098055192&doi=10.3390%2fapp10249082&partnerID=40&md5=ba86e8919d8fffabf70521c05b368405;Portugal;conversational interfaces;validation research;tool;"social media; public sector";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
Conference Paper;cometa: a corpus for medical entity linking in the social media;"Computational linguistics; Social networking (online); Terminology; Benchmark experiments; Complex nature; Knowledge graphs; Medical knowledge; Performance gaps; Property; SNOMED-CT; Social media; Knowledge graph";Whilst there has been growing progress in Entity Linking (EL) for general language, existing datasets fail to address the complex nature of health terminology in layman's language. Meanwhile, there is a growing need for applications that can understand the public's voice in the health domain. To address this we introduce a new corpus called COMETA, consisting of 20k English biomedical entity mentions from Reddit expert-annotated with links to SNOMED CT, a widely-used medical knowledge graph. Our corpus satisfies a combination of desirable properties, from scale and coverage to diversity and quality, that to the best of our knowledge has not been met by any of the existing resources in the field. Through benchmark experiments on 20 EL baselines from string- to neural-based models we shed light on the ability of these systems to perform complex inference on entities and concepts under 2 challenging evaluation scenarios. Our experimental results on COMETA illustrate that no golden bullet exists and even the best mainstream techniques still have a significant performance gap to fill, while the best solution relies on combining different views of data. © 2020 Association for Computational Linguistics;ACL;2020;;Basaldella M., Liu F., Shareghi E., Collier N.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104050301&partnerID=40&md5=171cac0eda6616793ff18f4f90b8ac14;United Kingdom;entity linking;validation research;resource;"social media; health";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Conference Paper;entity-aware image caption generation;"Convolutional neural networks; Graph algorithms; Graphic methods; Inference engines; Natural language processing systems; Benchmark datasets; Collective inference; Effective approaches; Evaluation metrics; Image descriptions; Knowledge graphs; Short term memory; Specific information; Long short-term memory";Current image captioning approaches generate descriptions which lack specific information, such as named entities that are involved in the images. In this paper we propose a new task which aims to generate informative image captions, given images and hashtags as input. We propose a simple but effective approach to tackle this problem. We first train a convolutional neural networks - long short term memory networks (CNN-LSTM) model to generate a template caption based on the input image. Then we use a knowledge graph based collective inference algorithm to fill in the template with specific named entities retrieved via the hashtags. Experiments on a new benchmark dataset collected from Flickr show that our model generates news-style image descriptions with much richer information. Our model outperforms unimodal baselines significantly with various evaluation metrics. 1 © 2018 Association for Computational Linguistics;ACL;2020;;Lu D., Whitehead S., Huang L., Ji H., Chang S.-F.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067264580&partnerID=40&md5=c1864df7bbb9c6d1e6863614bad80a8c;United States;text generation;validation research;"technique; resource";social media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
